allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	GCA_029747675_1_ASM2974767v1_genomic	GCA_029747785_1_ASM2974778v1_genomic	GCA_029747985_1_ASM2974798v1_genomic	GCA_029952765_1_ASM2995276v1_genomic	GCA_030235225_1_ASM3023522v1_genomic	GCA_030235235_1_ASM3023523v1_genomic	GCA_030235265_1_ASM3023526v1_genomic	GCA_030235285_1_ASM3023528v1_genomic	GCA_030235295_1_ASM3023529v1_genomic	GCA_030235325_1_ASM3023532v1_genomic	GCA_030235345_1_ASM3023534v1_genomic	GCA_030235365_1_ASM3023536v1_genomic	GCA_030235385_1_ASM3023538v1_genomic	GCA_030235405_1_ASM3023540v1_genomic	GCA_030235425_1_ASM3023542v1_genomic	GCA_030235435_1_ASM3023543v1_genomic	GCA_030235465_1_ASM3023546v1_genomic	GCA_030235485_1_ASM3023548v1_genomic	GCA_030235505_1_ASM3023550v1_genomic	GCA_030235545_1_ASM3023554v1_genomic	GCA_030239725_1_ASM3023972v1_genomic	GCA_030239765_1_ASM3023976v1_genomic	GCA_030239785_1_ASM3023978v1_genomic	GCA_030239805_1_ASM3023980v1_genomic	GCA_030239825_1_ASM3023982v1_genomic	GCA_030239835_1_ASM3023983v1_genomic	GCA_030239865_1_ASM3023986v1_genomic	GCA_030239885_1_ASM3023988v1_genomic	GCA_030239895_1_ASM3023989v1_genomic	GCA_030239925_1_ASM3023992v1_genomic	GCA_030239935_1_ASM3023993v1_genomic	GCA_030239965_1_ASM3023996v1_genomic	GCA_030239985_1_ASM3023998v1_genomic	GCA_030240005_1_ASM3024000v1_genomic	GCA_030240015_1_ASM3024001v1_genomic	GCA_030240025_1_ASM3024002v1_genomic	GCA_030240065_1_ASM3024006v1_genomic	GCA_030240085_1_ASM3024008v1_genomic	GCA_030240105_1_ASM3024010v1_genomic	GCA_030240125_1_ASM3024012v1_genomic	GCA_030240135_1_ASM3024013v1_genomic	GCA_030240165_1_ASM3024016v1_genomic	GCA_030240185_1_ASM3024018v1_genomic
g02790_00006	g02790	NA	YraN family protein	98	1	43	1.02	1	2	0	1	0	1	44	YraN family protein(44)	NA(44)	363	363	363.00	20	7	CKFBNF_07425	PDKELN_07405	LKGPGJ_07420	NHAIDG_04235	JJKLOM_03890	KLBIAF_02910	PKJNML_02210	BJCJFD_10935	CJEPLJ_06545	NCGJEB_02400	FNBPHI_10500	AJPFBF_10165	IONAJF_11605	HDDGPA_01490	LGAECN_06510	KBFPKB_04755	NOBNEL_02015	BKGCNC_05075	DDPEJL_00945	CFCNNG_00945	LOBFBJ_01045	HJCBJE_01460	BDBJLG_03930	FMMFDJ_00030	GKNDCE_01200	FDHOFG_03750	CEFCCI_11740	KMLEIH_00155	NDPNHO_00945	OIKCCF_04055	EFBKIP_00155	CONBLF_00155	IAMNGM_03700	OCDEKD_07330	ABIDKG_04910	FIMDAF_00155	CNHFKG_01705	KGMBGA_00395;KGMBGA_03275	MLFLFD_03025	JAJJBD_01705	NOAGLL_07995	GHNCNC_05000	FPFKPL_09385
g00164_00006	g00164	NA	putative Mg-chelatase%2C contains ChlI-like and ATPase domains%2C YifB family	98	1	43	1	1	1	0	0	0	0	43	putative Mg-chelatase%2C contains ChlI-like and ATPase domains%2C YifB family(43)	NA(43)	1539	1539	1539.00	20	8	CKFBNF_07420	PDKELN_07400	LKGPGJ_07415	NHAIDG_04240	JJKLOM_03885	KLBIAF_02905	PKJNML_02205	BJCJFD_10940	CJEPLJ_06540	NCGJEB_02405	FNBPHI_10505	AJPFBF_10170	IONAJF_11610	HDDGPA_01485	LGAECN_06515	KBFPKB_04760	NOBNEL_02020	BKGCNC_05080	DDPEJL_00950	CFCNNG_00950	LOBFBJ_01050	HJCBJE_01465	BDBJLG_03925	FMMFDJ_00025	GKNDCE_01205	FDHOFG_03745	CEFCCI_11745	KMLEIH_00150	NDPNHO_00950	OIKCCF_04050	EFBKIP_00150	CONBLF_00150	IAMNGM_03695	OCDEKD_07335	ABIDKG_04915	FIMDAF_00150	CNHFKG_01710	KGMBGA_00390	MLFLFD_03020	JAJJBD_01710	NOAGLL_07990	GHNCNC_05005	FPFKPL_09390
g01228_1_00006	g01228_1	unitary	DNA-processing protein DprA	98	1	43	1.02	1	2	0	1	0	1	44	DNA-processing protein DprA(43):hypothetical protein(1)	NA(40):unitary(4)	255	1161	1096.50	20	9	CKFBNF_07415	PDKELN_07395	LKGPGJ_07410	NHAIDG_04245	JJKLOM_03880	KLBIAF_02900	PKJNML_02200	BJCJFD_10945	CJEPLJ_06535	NCGJEB_02410	FNBPHI_10510	AJPFBF_10175	IONAJF_11615	HDDGPA_01480	LGAECN_06520	KBFPKB_04765	NOBNEL_02025	BKGCNC_05085	DDPEJL_00955	CFCNNG_00955	LOBFBJ_01055	HJCBJE_01470	BDBJLG_03920	FMMFDJ_00020	GKNDCE_01210	FDHOFG_03740	CEFCCI_11750	KMLEIH_00145	NDPNHO_00955	OIKCCF_04045	EFBKIP_00145	CONBLF_00145	IAMNGM_03690	OCDEKD_07340	ABIDKG_04920	FIMDAF_00145	CNHFKG_01715	KGMBGA_03285;KGMBGA_00385	MLFLFD_03015	JAJJBD_01715	NOAGLL_07985	GHNCNC_05010	FPFKPL_09395
g00076_00006	g00076	NA	putative Fe-Mo cluster-binding protein%2C NifX family	98	1	43	1	1	1	0	0	0	0	43	putative Fe-Mo cluster-binding protein%2C NifX family(43)	NA(43)	387	387	387.00	20	10	CKFBNF_07405	PDKELN_07385	LKGPGJ_07400	NHAIDG_04255	JJKLOM_03870	KLBIAF_02890	PKJNML_02190	BJCJFD_10955	CJEPLJ_06525	NCGJEB_02420	FNBPHI_10520	AJPFBF_10185	IONAJF_11625	HDDGPA_01470	LGAECN_06530	KBFPKB_04775	NOBNEL_02035	BKGCNC_05095	DDPEJL_00965	CFCNNG_00965	LOBFBJ_01065	HJCBJE_01480	BDBJLG_03910	FMMFDJ_00010	GKNDCE_01220	FDHOFG_03730	CEFCCI_11760	KMLEIH_00135	NDPNHO_00965	OIKCCF_04035	EFBKIP_00135	CONBLF_00135	IAMNGM_03680	OCDEKD_07350	ABIDKG_04930	FIMDAF_00135	CNHFKG_01725	KGMBGA_00375	MLFLFD_03005	JAJJBD_01725	NOAGLL_07975	GHNCNC_05020	FPFKPL_09405
g00111_00006	g00111	NA	undecaprenyl-diphosphate phosphatase	98	1	43	1	1	1	0	0	0	0	43	undecaprenyl-diphosphate phosphatase(43)	NA(43)	837	837	837.00	20	11	CKFBNF_07400	PDKELN_07380	LKGPGJ_07395	NHAIDG_04260	JJKLOM_03865	KLBIAF_02885	PKJNML_02185	BJCJFD_10960	CJEPLJ_06520	NCGJEB_02425	FNBPHI_10525	AJPFBF_10190	IONAJF_11630	HDDGPA_01465	LGAECN_06535	KBFPKB_04780	NOBNEL_02040	BKGCNC_05100	DDPEJL_00970	CFCNNG_00970	LOBFBJ_01070	HJCBJE_01485	BDBJLG_03905	FMMFDJ_00005	GKNDCE_01225	FDHOFG_03725	CEFCCI_11765	KMLEIH_00130	NDPNHO_00970	OIKCCF_04030	EFBKIP_00130	CONBLF_00130	IAMNGM_03675	OCDEKD_07355	ABIDKG_04935	FIMDAF_00130	CNHFKG_01730	KGMBGA_00370	MLFLFD_03000	JAJJBD_01730	NOAGLL_07970	GHNCNC_05025	FPFKPL_09410
g00669_00006	g00669	NA	Isochorismate synthase EntC	98	1	43	1	1	1	0	0	0	0	43	Isochorismate synthase EntC(43)	NA(43)	1239	1239	1239.00	21	1	CKFBNF_02880	PDKELN_02765	LKGPGJ_02785	NHAIDG_08920	JJKLOM_08860	KLBIAF_10830	PKJNML_10175	BJCJFD_02155	CJEPLJ_03500	NCGJEB_10135	FNBPHI_05160	AJPFBF_04525	IONAJF_07175	HDDGPA_04555	LGAECN_03365	KBFPKB_00890	NOBNEL_05155	BKGCNC_06855	DDPEJL_04215	CFCNNG_04330	LOBFBJ_06985	HJCBJE_04510	BDBJLG_07925	FMMFDJ_08440	GKNDCE_06675	FDHOFG_06895	CEFCCI_08820	KMLEIH_02755	NDPNHO_04600	OIKCCF_01495	EFBKIP_06795	CONBLF_02050	IAMNGM_07785	OCDEKD_02015	ABIDKG_10770	FIMDAF_09630	CNHFKG_03025	KGMBGA_05745	MLFLFD_09075	JAJJBD_02505	NOAGLL_00625	GHNCNC_02860	FPFKPL_00740
g00140_00006	g00140	NA	ABC-type multidrug transport system%2C ATPase component	98	1	43	1	1	1	0	0	0	0	43	ABC-type multidrug transport system%2C ATPase component(43)	NA(43)	684	693	689.02	21	2	CKFBNF_02870	PDKELN_02755	LKGPGJ_02775	NHAIDG_08930	JJKLOM_08870	KLBIAF_10840	PKJNML_10165	BJCJFD_02145	CJEPLJ_03490	NCGJEB_10125	FNBPHI_05170	AJPFBF_04515	IONAJF_07165	HDDGPA_04545	LGAECN_03375	KBFPKB_00900	NOBNEL_05145	BKGCNC_06845	DDPEJL_04225	CFCNNG_04340	LOBFBJ_06995	HJCBJE_04500	BDBJLG_07915	FMMFDJ_08450	GKNDCE_06665	FDHOFG_06885	CEFCCI_08810	KMLEIH_02745	NDPNHO_04590	OIKCCF_01505	EFBKIP_06805	CONBLF_02060	IAMNGM_07775	OCDEKD_02025	ABIDKG_10760	FIMDAF_09620	CNHFKG_03035	KGMBGA_05755	MLFLFD_09085	JAJJBD_02495	NOAGLL_00615	GHNCNC_02850	FPFKPL_00730
g00022_00006	g00022	NA	demethylmenaquinone methyltransferase	98	1	43	1	1	1	0	0	0	0	43	demethylmenaquinone methyltransferase(43)	NA(43)	648	648	648.00	21	3	CKFBNF_02865	PDKELN_02750	LKGPGJ_02770	NHAIDG_08935	JJKLOM_08875	KLBIAF_10845	PKJNML_10160	BJCJFD_02140	CJEPLJ_03485	NCGJEB_10120	FNBPHI_05175	AJPFBF_04510	IONAJF_07160	HDDGPA_04540	LGAECN_03380	KBFPKB_00905	NOBNEL_05140	BKGCNC_06840	DDPEJL_04230	CFCNNG_04345	LOBFBJ_07000	HJCBJE_04495	BDBJLG_07910	FMMFDJ_08455	GKNDCE_06660	FDHOFG_06880	CEFCCI_08805	KMLEIH_02740	NDPNHO_04585	OIKCCF_01510	EFBKIP_06810	CONBLF_02065	IAMNGM_07770	OCDEKD_02030	ABIDKG_10755	FIMDAF_09615	CNHFKG_03040	KGMBGA_05760	MLFLFD_09090	JAJJBD_02490	NOAGLL_00610	GHNCNC_02845	FPFKPL_00725
g00674_00006	g00674	NA	putative nuclease%2C RecB family	98	1	43	1	1	1	0	0	0	0	43	putative nuclease%2C RecB family(43)	NA(43)	1770	1770	1770.00	21	4	CKFBNF_02860	PDKELN_02745	LKGPGJ_02765	NHAIDG_08940	JJKLOM_08880	KLBIAF_10850	PKJNML_10155	BJCJFD_02135	CJEPLJ_03480	NCGJEB_10115	FNBPHI_05180	AJPFBF_04505	IONAJF_07155	HDDGPA_04535	LGAECN_03385	KBFPKB_00910	NOBNEL_05135	BKGCNC_06835	DDPEJL_04235	CFCNNG_04350	LOBFBJ_07005	HJCBJE_04490	BDBJLG_07905	FMMFDJ_08460	GKNDCE_06655	FDHOFG_06875	CEFCCI_08800	KMLEIH_02735	NDPNHO_04580	OIKCCF_01515	EFBKIP_06815	CONBLF_02070	IAMNGM_07765	OCDEKD_02035	ABIDKG_10750	FIMDAF_09610	CNHFKG_03045	KGMBGA_05765	MLFLFD_09095	JAJJBD_02485	NOAGLL_00605	GHNCNC_02840	FPFKPL_00720
g00101_00006	g00101	NA	1%2C4-dihydroxy-2-naphthoate polyprenyltransferase	98	1	43	1	1	1	0	0	0	0	43	1%2C4-dihydroxy-2-naphthoate polyprenyltransferase(43)	NA(43)	882	882	882.00	21	5	CKFBNF_02855	PDKELN_02740	LKGPGJ_02760	NHAIDG_08945	JJKLOM_08885	KLBIAF_10855	PKJNML_10150	BJCJFD_02130	CJEPLJ_03475	NCGJEB_10110	FNBPHI_05185	AJPFBF_04500	IONAJF_07150	HDDGPA_04530	LGAECN_03390	KBFPKB_00915	NOBNEL_05130	BKGCNC_06830	DDPEJL_04240	CFCNNG_04355	LOBFBJ_07010	HJCBJE_04485	BDBJLG_07900	FMMFDJ_08465	GKNDCE_06650	FDHOFG_06870	CEFCCI_08795	KMLEIH_02730	NDPNHO_04575	OIKCCF_01520	EFBKIP_06820	CONBLF_02075	IAMNGM_07760	OCDEKD_02040	ABIDKG_10745	FIMDAF_09605	CNHFKG_03050	KGMBGA_05770	MLFLFD_09100	JAJJBD_02480	NOAGLL_00600	GHNCNC_02835	FPFKPL_00715
g00415_00006	g00415	NA	Deoxycytidylate deaminase	98	1	43	1	1	1	0	0	0	0	43	Deoxycytidylate deaminase(43)	NA(43)	465	465	465.00	21	6	CKFBNF_02835	PDKELN_02720	LKGPGJ_02740	NHAIDG_08965	JJKLOM_08905	KLBIAF_10875	PKJNML_10130	BJCJFD_02105	CJEPLJ_03455	NCGJEB_10090	FNBPHI_05205	AJPFBF_04480	IONAJF_07130	HDDGPA_04510	LGAECN_03415	KBFPKB_00935	NOBNEL_05110	BKGCNC_06810	DDPEJL_04260	CFCNNG_04375	LOBFBJ_07030	HJCBJE_04465	BDBJLG_07875	FMMFDJ_08485	GKNDCE_06630	FDHOFG_06850	CEFCCI_08775	KMLEIH_02710	NDPNHO_04555	OIKCCF_01540	EFBKIP_06840	CONBLF_02095	IAMNGM_07740	OCDEKD_02060	ABIDKG_10725	FIMDAF_09580	CNHFKG_03070	KGMBGA_05790	MLFLFD_09120	JAJJBD_02460	NOAGLL_00580	GHNCNC_02815	FPFKPL_00695
g00520_00006	g00520	NA	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump	98	1	43	1	1	1	0	0	0	0	43	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump(43)	NA(43)	969	969	969.00	21	7	CKFBNF_02830	PDKELN_02715	LKGPGJ_02735	NHAIDG_08970	JJKLOM_08910	KLBIAF_10880	PKJNML_10125	BJCJFD_02100	CJEPLJ_03450	NCGJEB_10085	FNBPHI_05210	AJPFBF_04475	IONAJF_07125	HDDGPA_04505	LGAECN_03420	KBFPKB_00940	NOBNEL_05105	BKGCNC_06805	DDPEJL_04265	CFCNNG_04380	LOBFBJ_07035	HJCBJE_04460	BDBJLG_07870	FMMFDJ_08490	GKNDCE_06625	FDHOFG_06845	CEFCCI_08770	KMLEIH_02705	NDPNHO_04550	OIKCCF_01545	EFBKIP_06845	CONBLF_02100	IAMNGM_07735	OCDEKD_02065	ABIDKG_10720	FIMDAF_09575	CNHFKG_03075	KGMBGA_05795	MLFLFD_09125	JAJJBD_02455	NOAGLL_00575	GHNCNC_02810	FPFKPL_00690
g00934_00006	g00934	NA	putative acylesterase/phospholipase RssA%2C containd patatin domain	98	1	43	1	1	1	0	0	0	0	43	putative acylesterase/phospholipase RssA%2C containd patatin domain(43)	NA(43)	762	1590	1570.74	21	8	CKFBNF_02825	PDKELN_02710	LKGPGJ_02730	NHAIDG_08975	JJKLOM_08915	KLBIAF_10885	PKJNML_10120	BJCJFD_02090	CJEPLJ_03445	NCGJEB_10080	FNBPHI_05215	AJPFBF_04470	IONAJF_07120	HDDGPA_04500	LGAECN_03425	KBFPKB_00945	NOBNEL_05100	BKGCNC_06800	DDPEJL_04270	CFCNNG_04385	LOBFBJ_07040	HJCBJE_04455	BDBJLG_07865	FMMFDJ_08495	GKNDCE_06620	FDHOFG_06840	CEFCCI_08765	KMLEIH_02700	NDPNHO_04545	OIKCCF_01550	EFBKIP_06850	CONBLF_02105	IAMNGM_07730	OCDEKD_02070	ABIDKG_10715	FIMDAF_09570	CNHFKG_03080	KGMBGA_05800	MLFLFD_09130	JAJJBD_02450	NOAGLL_00570	GHNCNC_02805	FPFKPL_00685
g00079_00006	g00079	NA	transaldolase	98	1	43	1	1	1	0	0	0	0	43	transaldolase(43)	NA(43)	1083	1083	1083.00	21	9	CKFBNF_02810	PDKELN_02695	LKGPGJ_02715	NHAIDG_08990	JJKLOM_08930	KLBIAF_10900	PKJNML_10105	BJCJFD_02075	CJEPLJ_03430	NCGJEB_10065	FNBPHI_05230	AJPFBF_04455	IONAJF_07105	HDDGPA_04485	LGAECN_03440	KBFPKB_00960	NOBNEL_05085	BKGCNC_06785	DDPEJL_04285	CFCNNG_04400	LOBFBJ_07055	HJCBJE_04440	BDBJLG_07850	FMMFDJ_08510	GKNDCE_06605	FDHOFG_06825	CEFCCI_08750	KMLEIH_02685	NDPNHO_04530	OIKCCF_01565	EFBKIP_06865	CONBLF_02120	IAMNGM_07715	OCDEKD_02085	ABIDKG_10700	FIMDAF_09555	CNHFKG_03095	KGMBGA_05815	MLFLFD_09145	JAJJBD_02435	NOAGLL_00555	GHNCNC_02790	FPFKPL_00670
g02167_00005	g02167	NA	Threonine dehydrogenase or related Zn-dependent dehydrogenase	95	2	43	1	1	1	0	0	0	0	43	Threonine dehydrogenase or related Zn-dependent dehydrogenase(43)	NA(43)	1026	1026	1026.00	21	10	CKFBNF_02800	PDKELN_02685	LKGPGJ_02705	NHAIDG_09000	JJKLOM_08940	KLBIAF_10910	PKJNML_10095	BJCJFD_02065	CJEPLJ_03420	NCGJEB_10055	FNBPHI_05240	AJPFBF_04445	IONAJF_07095	HDDGPA_04475	LGAECN_03450	KBFPKB_00970	NOBNEL_05075	BKGCNC_06775	DDPEJL_04295	CFCNNG_04410	LOBFBJ_07065	HJCBJE_04430	BDBJLG_07840	FMMFDJ_08520	GKNDCE_06595	FDHOFG_06815	CEFCCI_08740	KMLEIH_02675	NDPNHO_04520	OIKCCF_10285	EFBKIP_06875	CONBLF_02130	IAMNGM_07705	OCDEKD_02095	ABIDKG_10690	FIMDAF_09545	CNHFKG_03105	KGMBGA_05825	MLFLFD_09155	JAJJBD_02425	NOAGLL_00545	GHNCNC_02780	FPFKPL_00660
g02069_00005	g02069	NA	Cation-transporting P-type ATPase	95	2	43	1	1	1	0	0	0	0	43	Cation-transporting P-type ATPase(43)	NA(43)	1713	1872	1868.09	21	11	CKFBNF_02785	PDKELN_02670	LKGPGJ_02690	NHAIDG_09020	JJKLOM_11725	KLBIAF_10925	PKJNML_10080	BJCJFD_02050	CJEPLJ_03405	NCGJEB_10040	FNBPHI_11580	AJPFBF_10720	IONAJF_00970	HDDGPA_04460	LGAECN_08730	KBFPKB_00985	NOBNEL_08995	BKGCNC_01495	DDPEJL_04310	CFCNNG_04425	LOBFBJ_07080	HJCBJE_08610	BDBJLG_02280	FMMFDJ_08530	GKNDCE_06580	FDHOFG_06800	CEFCCI_08725	KMLEIH_02660	NDPNHO_04505	OIKCCF_09015	EFBKIP_06890	CONBLF_11395	IAMNGM_11565	OCDEKD_02110	ABIDKG_10675	FIMDAF_11685	CNHFKG_03120	KGMBGA_05840	MLFLFD_09170	JAJJBD_02410	NOAGLL_00530	GHNCNC_02765	FPFKPL_00645
g01316_1_00014	g01316_1	NA	Folylpolyglutamate synthase/Dihydropteroate synthase	98	1	43	1	1	1	0	0	0	0	43	Folylpolyglutamate synthase/Dihydropteroate synthase(43)	NA(43)	1458	1569	1509.28	22	1	CKFBNF_04535	PDKELN_04560	LKGPGJ_04575	NHAIDG_07080	JJKLOM_00765	KLBIAF_02450	PKJNML_01345	BJCJFD_04800	CJEPLJ_08775	NCGJEB_08165	FNBPHI_00785	AJPFBF_04320	IONAJF_01655	HDDGPA_01190	LGAECN_00855	KBFPKB_03595	NOBNEL_04545	BKGCNC_00400	DDPEJL_10355	CFCNNG_10350	LOBFBJ_08775	HJCBJE_11695	BDBJLG_00855	FMMFDJ_02200	GKNDCE_04675	FDHOFG_08330	CEFCCI_01355	KMLEIH_10680	NDPNHO_11055	OIKCCF_11060	EFBKIP_08420	CONBLF_08100	IAMNGM_00765	OCDEKD_04745	ABIDKG_06750	FIMDAF_07280	CNHFKG_07475	KGMBGA_03930	MLFLFD_04910	JAJJBD_07250	NOAGLL_07690	GHNCNC_07735	FPFKPL_02480
g00689_00006	g00689	NA	Radical SAM superfamily enzyme YgiQ%2C UPF0313 family	98	1	43	1	1	1	0	0	0	0	43	Radical SAM superfamily enzyme YgiQ%2C UPF0313 family(43)	NA(43)	1866	1944	1942.19	22	2	CKFBNF_04550	PDKELN_04575	LKGPGJ_04590	NHAIDG_07065	JJKLOM_00750	KLBIAF_02465	PKJNML_01330	BJCJFD_04815	CJEPLJ_08790	NCGJEB_08180	FNBPHI_00800	AJPFBF_04335	IONAJF_08005	HDDGPA_01205	LGAECN_00870	KBFPKB_03580	NOBNEL_04530	BKGCNC_00415	DDPEJL_10370	CFCNNG_10365	LOBFBJ_08790	HJCBJE_11680	BDBJLG_00870	FMMFDJ_02185	GKNDCE_04660	FDHOFG_08345	CEFCCI_01370	KMLEIH_10695	NDPNHO_11040	OIKCCF_11045	EFBKIP_08435	CONBLF_08115	IAMNGM_00750	OCDEKD_04730	ABIDKG_06765	FIMDAF_07265	CNHFKG_07460	KGMBGA_03915	MLFLFD_04895	JAJJBD_07235	NOAGLL_07705	GHNCNC_07720	FPFKPL_02495
g00667_00006	g00667	NA	Cation (Ca2+/Na+/K+)/H+ antiporter ChaA	98	1	43	1	1	1	0	0	0	0	43	Cation (Ca2+/Na+/K+)/H+ antiporter ChaA(43)	NA(43)	1101	1101	1101.00	22	3	CKFBNF_04555	PDKELN_04580	LKGPGJ_04595	NHAIDG_07060	JJKLOM_00745	KLBIAF_02470	PKJNML_01325	BJCJFD_04820	CJEPLJ_08795	NCGJEB_08185	FNBPHI_00805	AJPFBF_04340	IONAJF_08000	HDDGPA_01210	LGAECN_00875	KBFPKB_03575	NOBNEL_04525	BKGCNC_00420	DDPEJL_10375	CFCNNG_10370	LOBFBJ_08795	HJCBJE_11675	BDBJLG_00875	FMMFDJ_02180	GKNDCE_04655	FDHOFG_08350	CEFCCI_01375	KMLEIH_10700	NDPNHO_11035	OIKCCF_11040	EFBKIP_08440	CONBLF_08120	IAMNGM_00745	OCDEKD_04725	ABIDKG_06770	FIMDAF_07260	CNHFKG_07455	KGMBGA_03910	MLFLFD_04890	JAJJBD_07230	NOAGLL_07710	GHNCNC_07715	FPFKPL_02500
g00188_00006	g00188	NA	Tellurite resistance membrane protein TerC	98	1	43	1	1	1	0	0	0	0	43	Tellurite resistance membrane protein TerC(35):TerC family protein(8)	NA(43)	1257	1257	1257.00	22	4	CKFBNF_04560	PDKELN_04585	LKGPGJ_04600	NHAIDG_07055	JJKLOM_00740	KLBIAF_02475	PKJNML_01320	BJCJFD_04825	CJEPLJ_08800	NCGJEB_08190	FNBPHI_00810	AJPFBF_04345	IONAJF_07995	HDDGPA_01215	LGAECN_00880	KBFPKB_03570	NOBNEL_04520	BKGCNC_00425	DDPEJL_10380	CFCNNG_10375	LOBFBJ_08800	HJCBJE_11670	BDBJLG_00880	FMMFDJ_02175	GKNDCE_04650	FDHOFG_08355	CEFCCI_01380	KMLEIH_10705	NDPNHO_11030	OIKCCF_11035	EFBKIP_08445	CONBLF_08125	IAMNGM_00740	OCDEKD_04720	ABIDKG_06775	FIMDAF_07255	CNHFKG_07450	KGMBGA_03905	MLFLFD_04885	JAJJBD_07225	NOAGLL_07715	GHNCNC_07710	FPFKPL_02505
g00381_00006	g00381	NA	DNA-binding transcriptional regulator%2C MarR family	98	1	43	1	1	1	0	0	0	0	43	DNA-binding transcriptional regulator%2C MarR family(43)	NA(43)	456	456	456.00	22	5	CKFBNF_04565	PDKELN_04590	LKGPGJ_04605	NHAIDG_07050	JJKLOM_00735	KLBIAF_02480	PKJNML_01315	BJCJFD_04830	CJEPLJ_08805	NCGJEB_08195	FNBPHI_00815	AJPFBF_04350	IONAJF_07990	HDDGPA_01220	LGAECN_00885	KBFPKB_03565	NOBNEL_04515	BKGCNC_00430	DDPEJL_10385	CFCNNG_10380	LOBFBJ_08805	HJCBJE_11665	BDBJLG_00885	FMMFDJ_02170	GKNDCE_04645	FDHOFG_08360	CEFCCI_01385	KMLEIH_10710	NDPNHO_11025	OIKCCF_11030	EFBKIP_08450	CONBLF_08130	IAMNGM_00735	OCDEKD_04715	ABIDKG_06780	FIMDAF_07250	CNHFKG_07445	KGMBGA_03900	MLFLFD_04880	JAJJBD_07220	NOAGLL_07720	GHNCNC_07705	FPFKPL_02510
g00270_00006	g00270	NA	Ribonuclease G or E	98	1	43	1	1	1	0	0	0	0	43	Ribonuclease G or E(43)	NA(43)	2787	2787	2787.00	22	6	CKFBNF_04575	PDKELN_04600	LKGPGJ_04615	NHAIDG_07040	JJKLOM_00725	KLBIAF_02490	PKJNML_01305	BJCJFD_04840	CJEPLJ_08815	NCGJEB_08205	FNBPHI_00825	AJPFBF_04360	IONAJF_07980	HDDGPA_01230	LGAECN_00895	KBFPKB_03555	NOBNEL_04505	BKGCNC_00440	DDPEJL_10395	CFCNNG_10390	LOBFBJ_08815	HJCBJE_11655	BDBJLG_00895	FMMFDJ_02160	GKNDCE_04635	FDHOFG_08370	CEFCCI_01395	KMLEIH_10720	NDPNHO_11015	OIKCCF_11020	EFBKIP_08460	CONBLF_08140	IAMNGM_00725	OCDEKD_04705	ABIDKG_06790	FIMDAF_07240	CNHFKG_07435	KGMBGA_03890	MLFLFD_04870	JAJJBD_07210	NOAGLL_07730	GHNCNC_07695	FPFKPL_02520
g00104_00006	g00104	NA	50S ribosomal protein L21	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L21(43)	NA(43)	348	348	348.00	22	7	CKFBNF_04580	PDKELN_04605	LKGPGJ_04620	NHAIDG_07035	JJKLOM_00720	KLBIAF_02495	PKJNML_01300	BJCJFD_04845	CJEPLJ_08820	NCGJEB_08210	FNBPHI_00830	AJPFBF_04365	IONAJF_07975	HDDGPA_01235	LGAECN_00900	KBFPKB_03550	NOBNEL_04500	BKGCNC_00445	DDPEJL_10400	CFCNNG_10395	LOBFBJ_08820	HJCBJE_11650	BDBJLG_00900	FMMFDJ_02155	GKNDCE_04630	FDHOFG_08375	CEFCCI_01400	KMLEIH_10725	NDPNHO_11010	OIKCCF_11015	EFBKIP_08465	CONBLF_08145	IAMNGM_00720	OCDEKD_04700	ABIDKG_06795	FIMDAF_07235	CNHFKG_07430	KGMBGA_03885	MLFLFD_04865	JAJJBD_07205	NOAGLL_07735	GHNCNC_07690	FPFKPL_02525
g00064_00006	g00064	NA	50S ribosomal protein L27	98	1	43	1	1	1	0	0	0	0	43	50S ribosomal protein L27(43)	NA(43)	264	264	264.00	22	8	CKFBNF_04585	PDKELN_04610	LKGPGJ_04625	NHAIDG_07030	JJKLOM_00715	KLBIAF_02500	PKJNML_01295	BJCJFD_04850	CJEPLJ_08825	NCGJEB_08215	FNBPHI_00835	AJPFBF_04370	IONAJF_07970	HDDGPA_01240	LGAECN_00905	KBFPKB_03545	NOBNEL_04495	BKGCNC_00450	DDPEJL_10405	CFCNNG_10400	LOBFBJ_08825	HJCBJE_11645	BDBJLG_00905	FMMFDJ_02150	GKNDCE_04625	FDHOFG_08380	CEFCCI_01405	KMLEIH_10730	NDPNHO_11005	OIKCCF_11010	EFBKIP_08470	CONBLF_08150	IAMNGM_00715	OCDEKD_04695	ABIDKG_06800	FIMDAF_07230	CNHFKG_07425	KGMBGA_03880	MLFLFD_04860	JAJJBD_07200	NOAGLL_07740	GHNCNC_07685	FPFKPL_02530
